ticket_id,user_id,category,priority,channel,created_date,resolved_date,status,resolution_hours,csat_score
TKT-20303,USR-11361,Integration,Medium,Phone,2026-01-06,,Open,,
TKT-20304,USR-11555,Billing,Medium,Phone,2026-01-10,2026-01-12,Resolved,63,4
TKT-20305,USR-11820,Feature_Request,Low,Email,2026-02-11,,Open,,
TKT-20306,USR-11383,Integration,Critical,WhatsApp,2026-02-06,2026-02-07,Resolved,26,3
TKT-20307,USR-10639,Bug,High,Phone,2026-02-28,,Open,,
TKT-20308,USR-10288,Billing,Medium,Chat,2026-01-24,2026-01-27,Resolved,88,4
TKT-20309,USR-11226,Onboarding,Medium,Phone,2026-02-14,2026-02-16,Resolved,67,5
TKT-20310,USR-11829,Bug,High,Chat,2025-12-15,,Open,,
TKT-20311,USR-11457,Integration,Low,Email,2025-07-29,2025-08-10,Closed,294,2
TKT-20312,USR-11696,Performance,High,Phone,2025-12-27,2025-12-27,Resolved,2,4
TKT-20313,USR-11083,Performance,Medium,Email,2025-11-11,2025-11-21,Closed,261,4
TKT-20314,USR-10032,Performance,Medium,Chat,2025-11-03,,In_Progress,,
TKT-20315,USR-11497,Bug,High,WhatsApp,2026-02-11,2026-02-11,Resolved,23,5
TKT-20316,USR-11999,Performance,Critical,WhatsApp,2026-01-11,2026-01-14,Closed,82,4
TKT-20317,USR-11567,Onboarding,Medium,Chat,2025-08-30,2025-09-04,Resolved,126,4
TKT-20318,USR-10512,Integration,Low,Phone,2025-10-09,2025-10-21,Closed,311,3
TKT-20319,USR-11478,Billing,Low,Phone,2025-08-03,2025-08-05,Resolved,59,3
TKT-20320,USR-10420,Bug,High,Email,2026-01-09,2026-01-18,Closed,222,2
TKT-20321,USR-11336,Billing,Low,Phone,2025-11-13,2025-11-24,Closed,274,3
TKT-20322,USR-11529,Billing,Medium,WhatsApp,2026-02-18,2026-02-24,Resolved,144,4
TKT-20323,USR-10789,Onboarding,Low,Phone,2025-10-23,2025-10-28,Resolved,129,2
TKT-20324,USR-11669,Integration,High,WhatsApp,2025-07-26,2025-07-27,Closed,33,5
TKT-20325,USR-11151,Bug,High,WhatsApp,2025-10-22,,Open,,
TKT-20326,USR-10510,Billing,Low,WhatsApp,2025-08-21,2025-08-21,Resolved,5,3
TKT-20327,USR-10706,Bug,Medium,Phone,2026-01-27,2026-01-30,Closed,88,5
TKT-20328,USR-11269,Bug,High,Phone,2025-09-05,2025-09-07,Resolved,64,1
TKT-20329,USR-11569,Integration,Medium,Phone,2025-08-03,2025-08-12,Resolved,235,5
TKT-20330,USR-10733,Billing,Medium,Phone,2025-08-17,2025-08-26,Resolved,226,5
TKT-20331,USR-11712,Onboarding,High,Email,2025-09-25,2025-09-29,Resolved,103,4
TKT-20332,USR-11688,Integration,Low,Email,2026-02-26,,In_Progress,,
TKT-20333,USR-11794,Performance,Medium,Chat,2026-02-16,2026-02-24,Resolved,194,3
TKT-20334,USR-11028,Integration,Medium,Chat,2025-09-29,2025-10-08,Resolved,237,5
TKT-20335,USR-10616,Onboarding,Medium,Email,2025-10-22,2025-11-02,Closed,277,5
TKT-20336,USR-11003,Bug,High,Email,2025-12-16,,Open,,
TKT-20337,USR-11858,Integration,Medium,WhatsApp,2025-08-09,2025-08-21,Resolved,303,5
TKT-20338,USR-11843,Performance,Low,WhatsApp,2025-11-13,,In_Progress,,
TKT-20339,USR-10087,Performance,Low,Phone,2025-11-25,,In_Progress,,
TKT-20340,USR-10025,Performance,Medium,WhatsApp,2025-11-08,2025-11-10,Closed,56,5
TKT-20341,USR-10716,Onboarding,Medium,Email,2025-08-28,2025-09-04,Resolved,172,4
TKT-20342,USR-11557,Integration,High,Chat,2025-11-12,2025-11-22,Closed,251,3
TKT-20343,USR-11392,Billing,High,Phone,2025-09-26,2025-10-04,Closed,215,1
TKT-20344,USR-10958,Billing,High,WhatsApp,2025-12-30,2026-01-12,Resolved,325,2
TKT-20345,USR-11146,Integration,Critical,WhatsApp,2025-12-31,2026-01-01,Resolved,32,3
TKT-20346,USR-10834,Performance,Low,WhatsApp,2026-02-18,2026-03-04,Resolved,339,1
TKT-20347,USR-11768,Billing,Medium,Phone,2026-02-18,2026-02-24,Closed,155,1
TKT-20348,USR-11906,Billing,High,Chat,2026-02-16,2026-02-25,Resolved,220,3
TKT-20349,USR-11313,Performance,Medium,WhatsApp,2025-10-23,2025-10-30,Closed,186,5
TKT-20350,USR-10995,Integration,Medium,WhatsApp,2025-12-16,2025-12-25,Closed,239,4
TKT-20351,USR-10405,Billing,Medium,Chat,2025-10-12,2025-10-12,Resolved,8,4
TKT-20352,USR-11451,Bug,High,Chat,2026-02-23,2026-03-07,Resolved,301,3
TKT-20353,USR-10512,Bug,Low,Chat,2025-09-12,2025-09-14,Resolved,51,4
TKT-20354,USR-10999,Onboarding,Low,WhatsApp,2026-02-17,2026-03-01,Resolved,295,4
TKT-20355,USR-10955,Performance,High,WhatsApp,2025-12-01,2025-12-06,Resolved,120,2
TKT-20356,USR-10860,Bug,Medium,WhatsApp,2025-09-24,,In_Progress,,
TKT-20357,USR-10963,Bug,Medium,Phone,2026-02-20,2026-02-27,Resolved,173,4
TKT-20358,USR-11569,Integration,Medium,Chat,2025-08-01,2025-08-01,Closed,6,5
TKT-20359,USR-11751,Performance,Low,Email,2026-01-09,,In_Progress,,
TKT-20360,USR-10631,Integration,Low,Email,2025-10-07,2025-10-11,Closed,119,5
TKT-20361,USR-11625,Feature_Request,Medium,Chat,2025-08-29,2025-09-10,Resolved,305,2
TKT-20362,USR-11054,Performance,High,WhatsApp,2026-02-26,2026-03-01,Closed,93,4
TKT-20363,USR-11440,Performance,Medium,Phone,2026-02-07,2026-02-13,Closed,150,5
TKT-20364,USR-11881,Performance,Critical,Email,2025-11-26,,Open,,
TKT-20365,USR-11029,Billing,Medium,WhatsApp,2026-01-03,2026-01-03,Closed,13,3
TKT-20366,USR-10788,Onboarding,Low,Email,2026-01-04,2026-01-15,Closed,280,3
TKT-20367,USR-10150,Performance,Low,Phone,2026-01-07,2026-01-20,Resolved,312,4
TKT-20368,USR-10394,Bug,Critical,Phone,2026-01-04,2026-01-04,Closed,0,5
TKT-20369,USR-11705,Bug,Medium,Chat,2025-08-27,2025-09-01,Resolved,141,3
TKT-20370,USR-10411,Bug,High,Phone,2025-08-15,2025-08-17,Closed,61,4
TKT-20371,USR-10924,Billing,Medium,Email,2025-12-16,2025-12-16,Closed,1,5
TKT-20372,USR-10756,Onboarding,Medium,WhatsApp,2026-02-27,2026-03-06,Closed,178,2
TKT-20373,USR-10310,Feature_Request,Critical,Email,2026-02-19,2026-02-19,Resolved,16,1
TKT-20374,USR-11029,Bug,Critical,WhatsApp,2025-10-27,,Open,,
TKT-20375,USR-10904,Onboarding,High,Chat,2026-01-29,,In_Progress,,
TKT-20376,USR-10836,Feature_Request,Medium,Email,2025-12-10,2025-12-12,Resolved,70,5
TKT-20377,USR-11938,Onboarding,Low,Chat,2026-01-11,2026-01-21,Resolved,244,3
TKT-20378,USR-11152,Feature_Request,Medium,Phone,2025-08-30,2025-09-08,Closed,239,3
TKT-20379,USR-11757,Feature_Request,Medium,Email,2025-09-16,2025-09-29,Resolved,329,5
TKT-20380,USR-11097,Onboarding,High,Chat,2025-11-24,2025-11-24,Closed,22,5
TKT-20381,USR-11832,Integration,High,WhatsApp,2025-12-30,2026-01-04,Resolved,136,5
TKT-20382,USR-10384,Bug,Critical,Email,2026-02-06,2026-02-08,Closed,60,5
TKT-20383,USR-11652,Billing,Critical,WhatsApp,2026-01-15,,Open,,
TKT-20384,USR-10062,Onboarding,Medium,Chat,2026-02-15,2026-02-27,Resolved,310,3
TKT-20385,USR-11087,Onboarding,Medium,Email,2026-02-22,,Open,,
TKT-20386,USR-10059,Bug,Critical,WhatsApp,2025-11-19,2025-11-19,Closed,12,3
TKT-20387,USR-11745,Onboarding,High,Chat,2026-02-18,,In_Progress,,
TKT-20388,USR-10408,Performance,High,WhatsApp,2025-12-13,2025-12-25,Resolved,299,2
TKT-20389,USR-10861,Onboarding,Low,WhatsApp,2026-02-25,2026-03-06,Resolved,237,1
TKT-20390,USR-11755,Feature_Request,Medium,WhatsApp,2026-02-26,2026-03-11,Closed,327,3
TKT-20391,USR-10979,Billing,Medium,Chat,2026-02-06,2026-02-19,Resolved,324,4
TKT-20392,USR-10514,Performance,Medium,WhatsApp,2025-10-16,2025-10-27,Closed,281,3
TKT-20393,USR-11338,Integration,Medium,WhatsApp,2025-09-26,2025-10-07,Resolved,281,5
TKT-20394,USR-10255,Billing,High,Email,2025-09-02,2025-09-05,Closed,85,2
TKT-20395,USR-11718,Onboarding,Low,Chat,2025-11-24,2025-12-01,Closed,186,5
TKT-20396,USR-10671,Integration,Low,Phone,2026-01-07,,Open,,
TKT-20397,USR-10790,Billing,Critical,Chat,2026-01-22,2026-01-25,Closed,74,1
TKT-20398,USR-11876,Integration,Medium,Phone,2025-08-07,,In_Progress,,
TKT-20399,USR-10527,Onboarding,Medium,Email,2025-12-06,2025-12-16,Resolved,252,4
TKT-20400,USR-11542,Integration,Low,Phone,2025-12-06,2025-12-16,Closed,243,4
TKT-20401,USR-10431,Billing,Medium,Email,2026-01-16,2026-01-25,Resolved,220,2
TKT-20402,USR-10223,Bug,Critical,Phone,2025-11-03,,Open,,
TKT-20403,USR-11340,Performance,Low,Chat,2025-12-25,,Open,,
TKT-20404,USR-10402,Feature_Request,Medium,Phone,2025-09-07,2025-09-16,Resolved,218,5
TKT-20405,USR-11691,Bug,High,Chat,2025-10-22,2025-10-31,Resolved,239,4
TKT-20406,USR-11399,Bug,High,WhatsApp,2026-02-28,2026-03-03,Resolved,86,5
TKT-20407,USR-10797,Onboarding,Low,Phone,2025-12-30,2026-01-05,Closed,146,5
TKT-20408,USR-11831,Bug,High,WhatsApp,2025-12-07,2025-12-07,Resolved,17,4
TKT-20409,USR-10446,Integration,High,Chat,2025-11-05,2025-11-15,Resolved,256,1
TKT-20410,USR-10402,Onboarding,Low,WhatsApp,2025-12-03,2025-12-15,Resolved,310,3
TKT-20411,USR-10017,Bug,Medium,WhatsApp,2025-12-04,2025-12-07,Resolved,75,5
TKT-20412,USR-10713,Feature_Request,Medium,Chat,2026-02-18,,In_Progress,,
TKT-20413,USR-10159,Onboarding,High,WhatsApp,2025-07-27,2025-08-01,Resolved,135,2
TKT-20414,USR-10146,Integration,Low,Chat,2025-11-06,2025-11-14,Resolved,199,2
TKT-20415,USR-10120,Bug,Medium,Phone,2025-11-23,2025-11-28,Closed,136,3
TKT-20416,USR-11278,Bug,Low,WhatsApp,2026-02-12,2026-02-15,Resolved,88,4
TKT-20417,USR-10987,Billing,High,Email,2025-10-07,2025-10-09,Resolved,60,3
TKT-20418,USR-10662,Feature_Request,High,WhatsApp,2026-01-20,,In_Progress,,
TKT-20419,USR-10577,Integration,High,Phone,2025-10-22,2025-10-26,Resolved,106,2
TKT-20420,USR-10468,Onboarding,High,Phone,2025-10-07,2025-10-12,Resolved,141,2
TKT-20421,USR-11660,Integration,Medium,Chat,2026-02-05,2026-02-07,Closed,70,5
TKT-20422,USR-10230,Integration,Medium,Phone,2025-09-28,2025-10-10,Closed,311,5
TKT-20423,USR-10886,Onboarding,High,WhatsApp,2025-10-07,2025-10-15,Closed,205,2
TKT-20424,USR-10587,Performance,Medium,Chat,2025-09-15,2025-09-25,Resolved,259,5
TKT-20425,USR-11115,Bug,Medium,WhatsApp,2026-02-18,2026-02-19,Closed,34,3
TKT-20426,USR-11438,Billing,Low,Email,2025-11-26,2025-12-01,Resolved,140,4
TKT-20427,USR-10612,Performance,High,Email,2026-02-28,,In_Progress,,
TKT-20428,USR-11749,Bug,Critical,Phone,2026-01-03,,In_Progress,,
TKT-20429,USR-10283,Feature_Request,High,Phone,2026-01-22,2026-01-22,Resolved,23,3
TKT-20430,USR-10963,Integration,Critical,Chat,2026-02-24,,In_Progress,,
TKT-20431,USR-11687,Performance,Low,Email,2025-12-13,2025-12-17,Closed,110,5
TKT-20432,USR-10181,Onboarding,Low,WhatsApp,2026-01-30,2026-02-10,Resolved,282,5
TKT-20433,USR-11915,Onboarding,Critical,Email,2025-09-28,2025-10-01,Resolved,92,5
TKT-20434,USR-10961,Billing,Low,WhatsApp,2025-11-21,2025-11-26,Resolved,142,3
TKT-20435,USR-10379,Onboarding,High,Chat,2025-10-14,,In_Progress,,
TKT-20436,USR-11631,Integration,Low,Email,2026-02-20,2026-02-21,Closed,46,5
TKT-20437,USR-10456,Bug,Medium,WhatsApp,2026-02-28,2026-03-13,Closed,317,5
TKT-20438,USR-10713,Bug,Medium,Phone,2026-02-28,2026-03-13,Closed,320,5
TKT-20439,USR-10699,Feature_Request,Medium,Email,2026-02-03,,In_Progress,,
TKT-20440,USR-10175,Feature_Request,High,WhatsApp,2025-11-29,,In_Progress,,
TKT-20441,USR-10460,Billing,Low,WhatsApp,2025-08-04,,In_Progress,,
TKT-20442,USR-10390,Feature_Request,Medium,WhatsApp,2026-02-28,2026-03-04,Closed,107,4
TKT-20443,USR-10907,Billing,High,Chat,2026-02-13,2026-02-22,Closed,222,3
TKT-20444,USR-10302,Performance,Critical,WhatsApp,2026-01-21,,In_Progress,,
TKT-20445,USR-11857,Integration,Medium,Email,2026-02-08,2026-02-11,Resolved,78,4
TKT-20446,USR-10041,Integration,Low,Phone,2025-08-28,2025-09-05,Resolved,204,4
TKT-20447,USR-10956,Performance,Medium,Phone,2026-02-24,2026-02-25,Resolved,36,2
TKT-20448,USR-10085,Billing,Medium,Chat,2025-11-15,,In_Progress,,
TKT-20449,USR-10482,Bug,High,Phone,2026-02-19,,Open,,
TKT-20450,USR-11603,Performance,Medium,Email,2026-02-23,2026-02-24,Resolved,32,4
TKT-20451,USR-11747,Performance,Critical,Chat,2026-01-24,,In_Progress,,
TKT-20452,USR-10125,Performance,Critical,WhatsApp,2026-02-16,,In_Progress,,
TKT-20453,USR-10883,Bug,Critical,Chat,2026-02-12,2026-02-14,Resolved,57,3
TKT-20454,USR-11536,Billing,Medium,WhatsApp,2025-11-10,2025-11-17,Resolved,172,5
TKT-20455,USR-10333,Integration,Medium,Phone,2026-01-05,,Open,,
TKT-20456,USR-11079,Onboarding,Low,Chat,2025-12-07,2025-12-18,Closed,287,2
TKT-20457,USR-11351,Billing,Low,Chat,2026-01-31,2026-01-31,Resolved,14,4
TKT-20458,USR-10536,Integration,High,WhatsApp,2025-09-25,2025-10-03,Closed,196,3
TKT-20459,USR-11846,Feature_Request,Low,Phone,2025-12-21,2025-12-27,Resolved,154,4
TKT-20460,USR-10963,Bug,High,Phone,2026-01-24,,Open,,
TKT-20461,USR-10114,Bug,Critical,Email,2025-11-28,2025-11-29,Closed,35,5
TKT-20462,USR-10544,Performance,Low,Chat,2025-09-14,,Open,,
TKT-20463,USR-11315,Billing,High,Chat,2026-02-09,2026-02-17,Resolved,203,1
TKT-20464,USR-11308,Performance,Low,Phone,2026-01-04,2026-01-10,Resolved,151,3
TKT-20465,USR-11904,Bug,Medium,Phone,2025-09-06,2025-09-13,Closed,179,3
TKT-20466,USR-10523,Performance,High,Email,2025-10-28,2025-11-06,Closed,225,5
TKT-20467,USR-11543,Integration,Low,Chat,2026-02-02,2026-02-15,Closed,323,4
TKT-20468,USR-11610,Performance,Medium,Chat,2026-02-10,2026-02-23,Closed,326,2
TKT-20469,USR-11787,Onboarding,Medium,WhatsApp,2026-01-16,,In_Progress,,
TKT-20470,USR-10340,Feature_Request,Critical,Email,2026-03-01,2026-03-01,Resolved,8,3
TKT-20471,USR-11535,Integration,Low,Email,2026-02-04,,In_Progress,,
TKT-20472,USR-11675,Performance,High,Phone,2025-11-20,2025-11-20,Closed,19,3
TKT-20473,USR-10813,Bug,High,Chat,2026-02-11,2026-02-14,Resolved,93,3
TKT-20474,USR-11719,Bug,Medium,Phone,2026-02-17,,In_Progress,,
TKT-20475,USR-10316,Performance,Medium,Chat,2026-01-03,2026-01-14,Resolved,280,3
TKT-20476,USR-10841,Performance,Low,Email,2026-01-24,2026-01-28,Resolved,114,5
TKT-20477,USR-11328,Billing,Medium,Phone,2025-10-15,2025-10-20,Closed,141,5
TKT-20478,USR-11046,Onboarding,Medium,Email,2026-02-10,2026-02-10,Closed,6,2
TKT-20479,USR-10955,Onboarding,Medium,Phone,2025-10-02,,Open,,
TKT-20480,USR-10591,Feature_Request,Medium,WhatsApp,2025-11-21,2025-11-24,Resolved,75,5
TKT-20481,USR-10992,Feature_Request,High,Phone,2025-10-01,,In_Progress,,
TKT-20482,USR-10730,Onboarding,Medium,WhatsApp,2025-10-24,2025-11-04,Resolved,274,5
TKT-20483,USR-11380,Onboarding,High,WhatsApp,2025-12-25,2025-12-29,Closed,108,4
TKT-20484,USR-11936,Billing,High,Phone,2025-08-31,2025-09-06,Resolved,159,1
TKT-20485,USR-10539,Billing,Low,Email,2025-12-31,2026-01-01,Resolved,40,3
TKT-20486,USR-11309,Bug,Medium,Phone,2025-08-03,2025-08-15,Resolved,288,5
TKT-20487,USR-10626,Bug,Medium,Phone,2025-11-12,2025-11-13,Resolved,39,2
TKT-20488,USR-11995,Onboarding,Medium,Chat,2025-12-29,2026-01-12,Resolved,342,4
TKT-20489,USR-11364,Performance,Low,Phone,2025-08-02,2025-08-08,Resolved,148,2
TKT-20490,USR-10535,Performance,Medium,WhatsApp,2025-09-23,,In_Progress,,
TKT-20491,USR-11815,Feature_Request,Low,Phone,2026-02-21,2026-03-05,Resolved,295,1
TKT-20492,USR-11227,Feature_Request,Low,Phone,2025-12-29,2026-01-12,Closed,342,1
TKT-20493,USR-10370,Integration,High,Chat,2026-01-31,2026-02-03,Resolved,74,5
TKT-20494,USR-10520,Integration,High,Phone,2026-02-02,2026-02-13,Resolved,287,5
TKT-20495,USR-11002,Bug,High,Chat,2025-12-22,2025-12-29,Closed,186,1
TKT-20496,USR-10854,Onboarding,Medium,Phone,2025-09-20,2025-09-24,Resolved,114,5
TKT-20497,USR-10981,Onboarding,Medium,Email,2025-10-08,2025-10-09,Closed,45,1
TKT-20498,USR-10513,Billing,High,Chat,2025-12-12,2025-12-26,Closed,337,3
TKT-20499,USR-11062,Performance,Low,Phone,2025-07-17,2025-07-28,Resolved,277,5
TKT-20500,USR-11279,Performance,Low,Email,2025-11-04,2025-11-04,Resolved,3,5
TKT-20501,USR-11838,Performance,High,WhatsApp,2025-12-23,2025-12-30,Resolved,186,4
TKT-20502,USR-11204,Billing,Medium,WhatsApp,2025-12-11,,In_Progress,,
TKT-20503,USR-10506,Feature_Request,High,WhatsApp,2025-12-18,2025-12-18,Resolved,17,5
TKT-20504,USR-11878,Performance,Medium,Email,2025-08-13,2025-08-15,Resolved,65,5
TKT-20505,USR-11703,Billing,Medium,Email,2025-09-14,2025-09-27,Closed,327,5
TKT-20506,USR-11552,Integration,Medium,Phone,2025-10-16,2025-10-24,Resolved,210,4
TKT-20507,USR-11956,Performance,Medium,Phone,2026-02-25,2026-03-11,Resolved,339,4
TKT-20508,USR-11472,Performance,Medium,WhatsApp,2025-09-25,2025-10-07,Resolved,310,4
TKT-20509,USR-10464,Billing,High,Chat,2025-09-28,2025-10-01,Resolved,88,4
TKT-20510,USR-10657,Feature_Request,Medium,Phone,2026-02-16,2026-02-16,Resolved,8,2
TKT-20511,USR-11121,Performance,Critical,Chat,2025-09-18,2025-09-20,Closed,71,1
TKT-20512,USR-11503,Feature_Request,Low,Chat,2025-10-23,2025-10-28,Resolved,121,2
TKT-20513,USR-11488,Onboarding,Medium,Email,2025-10-05,2025-10-12,Closed,186,4
TKT-20514,USR-10841,Integration,High,Phone,2026-02-03,2026-02-14,Resolved,287,5
TKT-20515,USR-11622,Feature_Request,Low,WhatsApp,2026-02-05,2026-02-09,Resolved,114,4
TKT-20516,USR-11685,Performance,Medium,WhatsApp,2025-09-29,2025-09-30,Closed,46,4
TKT-20517,USR-10399,Onboarding,Medium,WhatsApp,2025-10-11,2025-10-15,Resolved,113,5
TKT-20518,USR-11438,Performance,Critical,Phone,2025-10-26,2025-10-29,Closed,78,5
TKT-20519,USR-11994,Integration,High,WhatsApp,2025-12-28,2026-01-02,Resolved,142,4
TKT-20520,USR-11651,Onboarding,Medium,WhatsApp,2025-10-13,,In_Progress,,
TKT-20521,USR-10004,Performance,Low,Chat,2026-02-03,,In_Progress,,
TKT-20522,USR-10526,Billing,Critical,Phone,2026-02-17,2026-02-20,Closed,75,2
TKT-20523,USR-10411,Billing,Medium,WhatsApp,2025-08-22,2025-09-04,Resolved,312,4
TKT-20524,USR-10896,Billing,Critical,WhatsApp,2025-11-20,,Open,,
TKT-20525,USR-10436,Performance,Critical,Email,2025-08-08,2025-08-11,Closed,94,5
TKT-20526,USR-10939,Bug,Medium,Phone,2025-10-07,,Open,,
TKT-20527,USR-10431,Integration,Medium,WhatsApp,2025-12-19,2025-12-26,Closed,172,4
TKT-20528,USR-11910,Bug,High,Chat,2026-02-27,2026-03-01,Closed,60,3
TKT-20529,USR-11311,Bug,High,WhatsApp,2026-01-16,2026-01-24,Resolved,196,2
TKT-20530,USR-10687,Onboarding,Low,Email,2026-02-10,2026-02-16,Closed,164,5
TKT-20531,USR-10091,Performance,Low,Phone,2025-10-20,2025-10-20,Resolved,22,5
TKT-20532,USR-11629,Performance,Medium,Phone,2026-02-02,2026-02-04,Resolved,48,2
TKT-20533,USR-11436,Integration,Critical,Email,2026-02-15,,Open,,
TKT-20534,USR-10316,Performance,Low,Phone,2026-01-13,2026-01-19,Resolved,153,4
TKT-20535,USR-11343,Billing,Medium,Chat,2025-10-17,2025-10-19,Resolved,70,4
TKT-20536,USR-11766,Onboarding,Critical,WhatsApp,2025-08-23,2025-08-24,Resolved,26,5
TKT-20537,USR-10955,Integration,High,Chat,2025-11-10,2025-11-18,Closed,202,2
TKT-20538,USR-10927,Bug,Low,WhatsApp,2026-02-16,2026-02-28,Closed,297,5
TKT-20539,USR-10730,Feature_Request,High,Chat,2025-09-07,,Open,,
TKT-20540,USR-10061,Onboarding,Low,Phone,2025-09-12,2025-09-22,Resolved,245,4
TKT-20541,USR-11275,Feature_Request,Low,Phone,2025-11-26,2025-12-04,Resolved,194,5
TKT-20542,USR-10259,Bug,Medium,WhatsApp,2025-12-27,2026-01-05,Resolved,236,5
TKT-20543,USR-10354,Feature_Request,Medium,WhatsApp,2026-01-20,2026-01-22,Closed,48,3
TKT-20544,USR-10071,Onboarding,Medium,WhatsApp,2025-10-26,2025-11-05,Resolved,258,4
TKT-20545,USR-11786,Onboarding,Medium,Phone,2026-02-18,2026-02-19,Closed,42,3
TKT-20546,USR-10685,Bug,Low,Phone,2026-02-14,,In_Progress,,
TKT-20547,USR-11653,Feature_Request,Medium,WhatsApp,2025-08-09,,Open,,
TKT-20548,USR-10866,Performance,Low,Phone,2025-10-20,2025-10-24,Resolved,117,2
TKT-20549,USR-10771,Billing,High,Email,2026-02-03,2026-02-17,Resolved,340,2
TKT-20550,USR-10261,Performance,High,Chat,2026-02-27,2026-03-10,Resolved,267,2
TKT-20551,USR-10552,Integration,Medium,Phone,2026-02-10,2026-02-21,Resolved,265,4
TKT-20552,USR-11585,Integration,Medium,Phone,2026-01-24,,In_Progress,,
TKT-20553,USR-11134,Performance,High,Email,2026-01-02,2026-01-13,Closed,276,5
TKT-20554,USR-11055,Billing,Medium,Chat,2026-02-03,,Open,,
TKT-20555,USR-11067,Billing,High,Phone,2026-01-28,2026-02-09,Resolved,308,4
TKT-20556,USR-11861,Integration,Low,Email,2026-02-16,,Open,,
TKT-20557,USR-10578,Performance,Critical,Chat,2026-01-10,2026-01-10,Resolved,10,3
TKT-20558,USR-10771,Performance,Medium,Chat,2026-02-12,2026-02-23,Closed,284,2
TKT-20559,USR-10377,Billing,High,Phone,2025-09-25,2025-09-26,Resolved,37,4
TKT-20560,USR-10045,Bug,Critical,WhatsApp,2025-08-24,2025-08-25,Closed,38,5
TKT-20561,USR-11698,Onboarding,High,Phone,2025-10-20,,Open,,
TKT-20562,USR-11159,Integration,Critical,Phone,2026-02-04,,Open,,
TKT-20563,USR-11273,Integration,Critical,WhatsApp,2026-02-10,2026-02-12,Resolved,48,4
TKT-20564,USR-11765,Integration,Low,WhatsApp,2026-02-21,2026-02-22,Closed,35,3
TKT-20565,USR-10854,Performance,Medium,Chat,2025-07-20,2025-08-01,Resolved,294,4
TKT-20566,USR-10046,Feature_Request,Critical,WhatsApp,2025-09-28,2025-09-30,Closed,57,3
TKT-20567,USR-11329,Billing,High,Phone,2026-01-09,2026-01-09,Resolved,6,1
TKT-20568,USR-11626,Bug,High,Phone,2025-11-06,2025-11-06,Resolved,23,2
TKT-20569,USR-11131,Onboarding,Medium,Chat,2025-09-14,,In_Progress,,
TKT-20570,USR-11828,Bug,High,Phone,2026-01-02,2026-01-07,Closed,135,5
TKT-20571,USR-10514,Feature_Request,Medium,Email,2025-08-17,2025-08-25,Closed,210,5
TKT-20572,USR-10502,Feature_Request,High,Phone,2025-12-09,,In_Progress,,
TKT-20573,USR-11297,Feature_Request,Critical,Chat,2025-12-14,2025-12-17,Resolved,90,2
TKT-20574,USR-10352,Billing,Medium,WhatsApp,2026-02-17,2026-02-23,Resolved,148,3
TKT-20575,USR-11949,Onboarding,Medium,Email,2025-10-27,,In_Progress,,
TKT-20576,USR-10169,Bug,High,Phone,2025-11-23,2025-12-07,Resolved,346,3
TKT-20577,USR-11300,Onboarding,High,Email,2026-02-25,2026-02-27,Closed,64,5
TKT-20578,USR-10036,Billing,High,Email,2025-11-30,2025-12-01,Resolved,42,1
TKT-20579,USR-10606,Feature_Request,Critical,Phone,2025-08-25,2025-08-26,Closed,32,3
TKT-20580,USR-10931,Bug,Critical,Phone,2025-10-18,2025-10-19,Resolved,46,5
TKT-20581,USR-10505,Integration,Low,WhatsApp,2026-02-23,2026-02-26,Closed,93,1
TKT-20582,USR-11532,Onboarding,Critical,WhatsApp,2026-02-08,2026-02-08,Closed,23,4
TKT-20583,USR-10526,Onboarding,Medium,Chat,2026-02-24,,Open,,
TKT-20584,USR-10162,Performance,High,Email,2025-10-13,2025-10-13,Resolved,23,4
TKT-20585,USR-10959,Integration,Medium,WhatsApp,2025-11-23,,Open,,
TKT-20586,USR-10960,Performance,Medium,Phone,2026-02-04,2026-02-09,Resolved,124,3
TKT-20587,USR-10272,Feature_Request,Medium,Phone,2026-01-25,,Open,,
TKT-20588,USR-10262,Feature_Request,High,Phone,2026-02-13,2026-02-20,Closed,179,4
TKT-20589,USR-10913,Performance,High,Phone,2025-11-19,2025-11-20,Resolved,29,3
TKT-20590,USR-10190,Billing,Critical,WhatsApp,2026-01-06,2026-01-08,Resolved,54,1
TKT-20591,USR-11087,Bug,Medium,Phone,2026-02-16,2026-02-27,Closed,269,4
TKT-20592,USR-11661,Billing,High,Email,2026-02-19,2026-02-26,Resolved,179,5
TKT-20593,USR-11358,Integration,High,WhatsApp,2025-08-13,2025-08-20,Closed,186,2
TKT-20594,USR-11436,Performance,Critical,Chat,2026-02-10,2026-02-11,Resolved,28,2
